text,target,TOKENIZATION,STOP_REMOVAL,tweet_normalized,tweet_tokens_stemmed,liststring
Sambo dan istrinya cocok bener jadi pasangan intelejen. Mudah berbohong.,negatif,"['sambo', 'dan', 'istrinya', 'cocok', 'bener', 'jadi', 'pasangan', 'intelejen', 'mudah', 'berbohong', '']","['istrinya', 'cocok', 'bener', 'pasangan', 'intelejen', 'mudah', 'berbohong', '']","['istrinya', 'cocok', 'bener', 'pasangan', 'intelejen', 'mudah', 'berbohong', '']","['istri', 'cocok', 'bener', 'pasang', 'intelejen', 'mudah', 'bohong', '']",istri cocok bener pasang intelejen mudah bohong
Koyoe menungso pol jahat sak jahate yo putri mbe sambo.,negatif,"['koyoe', 'menungso', 'pol', 'jahat', 'sak', 'jahate', 'yo', 'putri', 'mbe', 'sambo', '']","['koyoe', 'menungso', 'pol', 'jahat', 'sak', 'jahate', 'yo', 'mbe', '']","['koyoe', 'menungso', 'pol', 'jahat', 'sak', 'jahate', 'yo', 'mbe', '']","['koyoe', 'menungso', 'pol', 'jahat', 'sak', 'jahate', 'yo', 'mbe', '']",koyoe menungso pol jahat sak jahate yo mbe
"Coba lawannya masyarakat tak bersenjata, sambo pasti jagoan kagak larii",negatif,"['coba', 'lawannya', 'masyarakat', 'tak', 'bersenjata', 'sambo', 'pasti', 'jagoan', 'kagak', 'larii']","['coba', 'lawannya', 'masyarakat', 'bersenjata', 'jagoan', 'kagak', 'larii']","['coba', 'lawannya', 'masyarakat', 'bersenjata', 'jagoan', 'kagak', 'larii']","['coba', 'lawan', 'masyarakat', 'senjata', 'jago', 'kagak', 'lari']",coba lawan masyarakat senjata jago kagak lari
"Enggak nder, temen gue yg namanya ayu malah sama andre terus yg erik malah sama dian klo si yeni mah udh dri sma pacaran nya nder
 
Nah klo si fredy ni sama si sambo jdi sering di sebut fredy sambo",positif,"['enggak', 'nder', 'temen', 'gue', 'yg', 'namanya', 'ayu', 'malah', 'sama', 'andre', 'terus', 'yg', 'erik', 'malah', 'sama', 'dian', 'klo', 'si', 'yeni', 'mah', 'udh', 'dri', 'sma', 'pacaran', 'nya', 'nder', 'nah', 'klo', 'si', 'fredy', 'ni', 'sama', 'si', 'sambo', 'jdi', 'sering', 'di', 'sebut', 'fredy', 'sambo']","['nder', 'temen', 'gue', 'namanya', 'ayu', 'andre', 'erik', 'dian', 'klo', 'yeni', 'mah', 'dri', 'sma', 'pacaran', 'nder', 'klo', 'ni', 'jdi']","['nder', 'temen', 'gue', 'namanya', 'ayu', 'andre', 'erik', 'dian', 'klo', 'yeni', 'mah', 'dri', 'sma', 'pacaran', 'nder', 'klo', 'ni', 'jdi']","['nder', 'temen', 'gue', 'nama', 'ayu', 'andre', 'erik', 'dian', 'klo', 'yen', 'mah', 'dri', 'sma', 'pacar', 'nder', 'klo', 'ni', 'jdi']",nder temen gue nama ayu andre erik dian klo yen mah dri sma pacar nder klo ni jdi
Kalo gak ngikutin kasusnya sambo dari awal wes iso query,negatif,"['kalo', 'gak', 'ngikutin', 'kasusnya', 'sambo', 'dari', 'awal', 'wes', 'iso', 'query']","['gak', 'ngikutin', 'kasusnya', 'wes', 'iso', 'query']","['gak', 'ngikutin', 'kasusnya', 'wes', 'iso', 'query']","['gak', 'ngikutin', 'kasus', 'wes', 'iso', 'query']",gak ngikutin kasus wes iso query
Lah emang iya Dan itu atas perintah si sambo Pengacaranya fs dan pc mlempem kyk krupuk,negatif,"['lah', 'emang', 'iya', 'dan', 'itu', 'atas', 'perintah', 'si', 'sambo', 'pengacaranya', 'fs', 'dan', 'pc', 'mlempem', 'kyk', 'krupuk']","['emang', 'iya', 'perintah', 'pengacaranya', 'pc', 'mlempem', 'kyk', 'krupuk']","['emang', 'iya', 'perintah', 'pengacaranya', 'pc', 'mlempem', 'kyk', 'krupuk']","['emang', 'iya', 'perintah', 'acara', 'pc', 'mlempem', 'kyk', 'krupuk']",emang iya perintah acara pc mlempem kyk krupuk
Mba Mutia Mirip bu Putri istri Pak Sambo,negatif,"['mba', 'mutia', 'mirip', 'bu', 'putri', 'istri', 'pak', 'sambo']","['mba', 'mutia', 'bu']","['mba', 'mutia', 'bu']","['mba', 'mutia', 'bu']",mba mutia bu
Dari rekam jejaknya sambo dulu waktu masih aktif saja sudah bisa dilihat kalau dia punya bakat bohong Jadi sekarang karena sudah terlanjur basah jadi pesakitan,negatif,"['dari', 'rekam', 'jejaknya', 'sambo', 'dulu', 'waktu', 'masih', 'aktif', 'saja', 'sudah', 'bisa', 'dilihat', 'kalau', 'dia', 'punya', 'bakat', 'bohong', 'jadi', 'sekarang', 'karena', 'sudah', 'terlanjur', 'basah', 'jadi', 'pesakitan']","['rekam', 'jejaknya', 'aktif', 'bakat', 'bohong', 'terlanjur', 'basah', 'pesakitan']","['rekam', 'jejaknya', 'aktif', 'bakat', 'bohong', 'terlanjur', 'basah', 'pesakitan']","['rekam', 'jejak', 'aktif', 'bakat', 'bohong', 'lanjur', 'basah', 'sakit']",rekam jejak aktif bakat bohong lanjur basah sakit
"Giliran kasus pc sama sambo pada bilang kenapa ga visum kenapa gak lapor polisi
 Giliran yang begini main langsung percaya sama korban terus bilang tertib hukum banget
 Tai lo ah",negatif,"['giliran', 'kasus', 'pc', 'sama', 'sambo', 'pada', 'bilang', 'kenapa', 'ga', 'visum', 'kenapa', 'gak', 'lapor', 'polisi', 'giliran', 'yang', 'begini', 'main', 'langsung', 'percaya', 'sama', 'korban', 'terus', 'bilang', 'tertib', 'hukum', 'banget', 'tai', 'lo', 'ah']","['giliran', 'pc', 'bilang', 'ga', 'visum', 'gak', 'lapor', 'giliran', 'main', 'langsung', 'percaya', 'korban', 'bilang', 'tertib', 'hukum', 'tai', 'ah']","['giliran', 'pc', 'bilang', 'ga', 'visum', 'gak', 'lapor', 'giliran', 'main', 'langsung', 'percaya', 'korban', 'bilang', 'tertib', 'hukum', 'tai', 'ah']","['gilir', 'pc', 'bilang', 'ga', 'visum', 'gak', 'lapor', 'gilir', 'main', 'langsung', 'percaya', 'korban', 'bilang', 'tertib', 'hukum', 'tai', 'ah']",gilir pc bilang ga visum gak lapor gilir main langsung percaya korban bilang tertib hukum tai ah
Semua takut Ferdi sambo Bukti jelas Tapi Ferdi sambo kena prank istri Yg pasti takdir ini buka banyak mata proses hukum di indo,negatif,"['semua', 'takut', 'ferdi', 'sambo', 'bukti', 'jelas', 'tapi', 'ferdi', 'sambo', 'kena', 'prank', 'istri', 'yg', 'pasti', 'takdir', 'ini', 'buka', 'banyak', 'mata', 'proses', 'hukum', 'di', 'indo']","['takut', 'ferdi', 'bukti', 'ferdi', 'kena', 'prank', 'takdir', 'buka', 'mata', 'proses', 'hukum', 'indo']","['takut', 'ferdi', 'bukti', 'ferdi', 'kena', 'prank', 'takdir', 'buka', 'mata', 'proses', 'hukum', 'indo']","['takut', 'ferdi', 'bukti', 'ferdi', 'kena', 'prank', 'takdir', 'buka', 'mata', 'proses', 'hukum', 'indo']",takut ferdi bukti ferdi kena prank takdir buka mata proses hukum indo
KPK RI harus usut tuntas dugaan suap Ferdy Sambo ke infoLPSK,positif,"['kpk', 'ri', 'harus', 'usut', 'tuntas', 'dugaan', 'suap', 'ferdy', 'sambo', 'ke', 'infolpsk']","['kpk', 'ri', 'usut', 'tuntas', 'dugaan', 'suap', 'infolpsk']","['kpk', 'ri', 'usut', 'tuntas', 'dugaan', 'suap', 'infolpsk']","['kpk', 'ri', 'usut', 'tuntas', 'duga', 'suap', 'infolpsk']",kpk ri usut tuntas duga suap infolpsk
Fs CS itu biang nya iblis smga aj hukum d negara kta bsa adil itu bru hukuman d dunia blm d neraka mampus luuh sambo iblis setan,negatif,"['fs', 'cs', 'itu', 'biang', 'nya', 'iblis', 'smga', 'aj', 'hukum', 'd', 'negara', 'kta', 'bsa', 'adil', 'itu', 'bru', 'hukuman', 'd', 'dunia', 'blm', 'd', 'neraka', 'mampus', 'luuh', 'sambo', 'iblis', 'setan']","['cs', 'biang', 'iblis', 'smga', 'aj', 'hukum', 'd', 'negara', 'kta', 'bsa', 'adil', 'bru', 'hukuman', 'd', 'dunia', 'blm', 'd', 'neraka', 'mampus', 'luuh', 'iblis', 'setan']","['cs', 'biang', 'iblis', 'smga', 'aj', 'hukum', 'd', 'negara', 'kta', 'bsa', 'adil', 'bru', 'hukuman', 'd', 'dunia', 'blm', 'd', 'neraka', 'mampus', 'luuh', 'iblis', 'setan']","['cs', 'biang', 'iblis', 'smga', 'aj', 'hukum', 'd', 'negara', 'kta', 'bsa', 'adil', 'bru', 'hukum', 'd', 'dunia', 'blm', 'd', 'neraka', 'mampus', 'luuh', 'iblis', 'setan']",cs biang iblis smga aj hukum d negara kta bsa adil bru hukum d dunia blm d neraka mampus luuh iblis setan
Krn sambo jg pegang kartu para petinggi polri yg lain kalo dia sampai dijerat maka dia akan bongkar semua Udah ada kejadian soal tambang ilegal,negatif,"['krn', 'sambo', 'jg', 'pegang', 'kartu', 'para', 'petinggi', 'polri', 'yg', 'lain', 'kalo', 'dia', 'sampai', 'dijerat', 'maka', 'dia', 'akan', 'bongkar', 'semua', 'udah', 'ada', 'kejadian', 'soal', 'tambang', 'ilegal']","['krn', 'pegang', 'kartu', 'petinggi', 'polri', 'dijerat', 'bongkar', 'udah', 'kejadian', 'tambang', 'ilegal']","['krn', 'pegang', 'kartu', 'petinggi', 'polri', 'dijerat', 'bongkar', 'udah', 'kejadian', 'tambang', 'ilegal']","['krn', 'pegang', 'kartu', 'petinggi', 'polri', 'jerat', 'bongkar', 'udah', 'jadi', 'tambang', 'ilegal']",krn pegang kartu petinggi polri jerat bongkar udah jadi tambang ilegal
Wong diperkosa uenak makanya bs makan dulu br ngadu ke sambo,negatif,"['wong', 'diperkosa', 'uenak', 'makanya', 'bs', 'makan', 'dulu', 'br', 'ngadu', 'ke', 'sambo']","['diperkosa', 'uenak', 'bs', 'makan', 'br', 'ngadu']","['diperkosa', 'uenak', 'bs', 'makan', 'br', 'ngadu']","['perkosa', 'uenak', 'bs', 'makan', 'br', 'ngadu']",perkosa uenak bs makan br ngadu
di glok hanya ada DNA Bharada e sama Agus susanto tapi aneh di senjata hs hanya ada DNA brigadir j jelas Sambo bilang dia nembak ke dinding pakai senjata hs ini menunjukan Sambo pakai sarung tangan,negatif,"['di', 'glok', 'hanya', 'ada', 'dna', 'bharada', 'e', 'sama', 'agus', 'susanto', 'tapi', 'aneh', 'di', 'senjata', 'hs', 'hanya', 'ada', 'dna', 'brigadir', 'j', 'jelas', 'sambo', 'bilang', 'dia', 'nembak', 'ke', 'dinding', 'pakai', 'senjata', 'hs', 'ini', 'menunjukan', 'sambo', 'pakai', 'sarung', 'tangan']","['glok', 'dna', 'agus', 'susanto', 'aneh', 'senjata', 'hs', 'dna', 'bilang', 'nembak', 'dinding', 'pakai', 'senjata', 'hs', 'menunjukan', 'pakai', 'sarung', 'tangan']","['glok', 'dna', 'agus', 'susanto', 'aneh', 'senjata', 'hs', 'dna', 'bilang', 'nembak', 'dinding', 'pakai', 'senjata', 'hs', 'menunjukan', 'pakai', 'sarung', 'tangan']","['glok', 'dna', 'agus', 'susanto', 'aneh', 'senjata', 'hs', 'dna', 'bilang', 'nembak', 'dinding', 'pakai', 'senjata', 'hs', 'tunjuk', 'pakai', 'sarung', 'tangan']",glok dna agus susanto aneh senjata hs dna bilang nembak dinding pakai senjata hs tunjuk pakai sarung tangan
Dulu gw kagum sama si Febri pas masih jadi jubir KPK tapi semenjak jadi PH nya Sambo family gw kecewa sama dia emang ya idealisme akan kalah dengan materi apalagi jika seseorang tsb sudah berkeluarga banyak kebetuhan lebih milih jalur pragmatis agar kebutuhan dapur terjaga,negatif,"['dulu', 'gw', 'kagum', 'sama', 'si', 'febri', 'pas', 'masih', 'jadi', 'jubir', 'kpk', 'tapi', 'semenjak', 'jadi', 'ph', 'nya', 'sambo', 'family', 'gw', 'kecewa', 'sama', 'dia', 'emang', 'ya', 'idealisme', 'akan', 'kalah', 'dengan', 'materi', 'apalagi', 'jika', 'seseorang', 'tsb', 'sudah', 'berkeluarga', 'banyak', 'kebetuhan', 'lebih', 'milih', 'jalur', 'pragmatis', 'agar', 'kebutuhan', 'dapur', 'terjaga']","['kagum', 'pas', 'jubir', 'kpk', 'semenjak', 'ph', 'family', 'kecewa', 'emang', 'idealisme', 'kalah', 'materi', 'tsb', 'berkeluarga', 'kebetuhan', 'milih', 'jalur', 'pragmatis', 'kebutuhan', 'dapur', 'terjaga']","['kagum', 'pas', 'jubir', 'kpk', 'semenjak', 'ph', 'family', 'kecewa', 'emang', 'idealisme', 'kalah', 'materi', 'tsb', 'berkeluarga', 'kebetuhan', 'milih', 'jalur', 'pragmatis', 'kebutuhan', 'dapur', 'terjaga']","['kagum', 'pas', 'jubir', 'kpk', 'semenjak', 'ph', 'family', 'kecewa', 'emang', 'idealisme', 'kalah', 'materi', 'tsb', 'keluarga', 'kebetuhan', 'milih', 'jalur', 'pragmatis', 'butuh', 'dapur', 'jaga']",kagum pas jubir kpk semenjak ph family kecewa emang idealisme kalah materi tsb keluarga kebetuhan milih jalur pragmatis butuh dapur jaga
Sambo adalah bukti seberapa besar kejahatan akhirnya Dia bongkar dengan elemen kejujuran Setiap ketidakjujuran akan dibongkarnya AryoBudiSas,negatif,"['sambo', 'adalah', 'bukti', 'seberapa', 'besar', 'kejahatan', 'akhirnya', 'dia', 'bongkar', 'dengan', 'elemen', 'kejujuran', 'setiap', 'ketidakjujuran', 'akan', 'dibongkarnya', 'aryobudisas']","['bukti', 'kejahatan', 'bongkar', 'elemen', 'kejujuran', 'ketidakjujuran', 'dibongkarnya', 'aryobudisas']","['bukti', 'kejahatan', 'bongkar', 'elemen', 'kejujuran', 'ketidakjujuran', 'dibongkarnya', 'aryobudisas']","['bukti', 'jahat', 'bongkar', 'elemen', 'jujur', 'ketidakjujuran', 'bongkar', 'aryobudisas']",bukti jahat bongkar elemen jujur ketidakjujuran bongkar aryobudisas
Sambo dan istrinya cocok bener jadi pasangan intelejen Mudah berbohong,negatif,"['sambo', 'dan', 'istrinya', 'cocok', 'bener', 'jadi', 'pasangan', 'intelejen', 'mudah', 'berbohong']","['istrinya', 'cocok', 'bener', 'pasangan', 'intelejen', 'mudah', 'berbohong']","['istrinya', 'cocok', 'bener', 'pasangan', 'intelejen', 'mudah', 'berbohong']","['istri', 'cocok', 'bener', 'pasang', 'intelejen', 'mudah', 'bohong']",istri cocok bener pasang intelejen mudah bohong
Coba lawannya masyarakat tak bersenjata sambo pasti jagoan kagak larii,negatif,"['coba', 'lawannya', 'masyarakat', 'tak', 'bersenjata', 'sambo', 'pasti', 'jagoan', 'kagak', 'larii']","['coba', 'lawannya', 'masyarakat', 'bersenjata', 'jagoan', 'kagak', 'larii']","['coba', 'lawannya', 'masyarakat', 'bersenjata', 'jagoan', 'kagak', 'larii']","['coba', 'lawan', 'masyarakat', 'senjata', 'jago', 'kagak', 'lari']",coba lawan masyarakat senjata jago kagak lari
Kok gakada lagi isi twit tentang sidangnya Sambo dan PC Hmmm,negatif,"['kok', 'gakada', 'lagi', 'isi', 'twit', 'tentang', 'sidangnya', 'sambo', 'dan', 'pc', 'hmmm']","['gakada', 'isi', 'twit', 'sidangnya', 'pc', 'hmmm']","['gakada', 'isi', 'twit', 'sidangnya', 'pc', 'hmmm']","['gakada', 'isi', 'twit', 'sidang', 'pc', 'hmmm']",gakada isi twit sidang pc hmmm
Bisa gasi tugas skripsi diganti nonton sidang sambo aja,negatif,"['bisa', 'gasi', 'tugas', 'skripsi', 'diganti', 'nonton', 'sidang', 'sambo', 'aja']","['gasi', 'tugas', 'skripsi', 'diganti', 'nonton', 'sidang']","['gasi', 'tugas', 'skripsi', 'diganti', 'nonton', 'sidang']","['gas', 'tugas', 'skripsi', 'ganti', 'nonton', 'sidang']",gas tugas skripsi ganti nonton sidang
Kejahatan tidak pandang pangkat dan jabatan Sambo bilang Saya sikat,negatif,"['kejahatan', 'tidak', 'pandang', 'pangkat', 'dan', 'jabatan', 'sambo', 'bilang', 'saya', 'sikat']","['kejahatan', 'pandang', 'pangkat', 'jabatan', 'bilang', 'sikat']","['kejahatan', 'pandang', 'pangkat', 'jabatan', 'bilang', 'sikat']","['jahat', 'pandang', 'pangkat', 'jabat', 'bilang', 'sikat']",jahat pandang pangkat jabat bilang sikat
KPK cuma berani sama Anies sama Ahok aja gak berani apalagi sama Sambo,negatif,"['kpk', 'cuma', 'berani', 'sama', 'anies', 'sama', 'ahok', 'aja', 'gak', 'berani', 'apalagi', 'sama', 'sambo']","['kpk', 'berani', 'anies', 'ahok', 'gak', 'berani']","['kpk', 'berani', 'anies', 'ahok', 'gak', 'berani']","['kpk', 'berani', 'anies', 'ahok', 'gak', 'berani']",kpk berani anies ahok gak berani
Gemes ya apa gabisa disetrum aja smpe mereka mau ngomong jujur Anehnya kuat maruf masih bisa becanda saya sudah jujur kaya tenang aja selama kasus ini berjalan merasa dijaga sama sambo kali ya Kasian eliezer berjuang dengan bukti seadanya Semoga kebenaran segera terungkap,negatif,"['gemes', 'ya', 'apa', 'gabisa', 'disetrum', 'aja', 'smpe', 'mereka', 'mau', 'ngomong', 'jujur', 'anehnya', 'kuat', 'maruf', 'masih', 'bisa', 'becanda', 'saya', 'sudah', 'jujur', 'kaya', 'tenang', 'aja', 'selama', 'kasus', 'ini', 'berjalan', 'merasa', 'dijaga', 'sama', 'sambo', 'kali', 'ya', 'kasian', 'eliezer', 'berjuang', 'dengan', 'bukti', 'seadanya', 'semoga', 'kebenaran', 'segera', 'terungkap']","['gemes', 'gabisa', 'disetrum', 'smpe', 'ngomong', 'jujur', 'anehnya', 'kuat', 'becanda', 'jujur', 'kaya', 'tenang', 'berjalan', 'dijaga', 'kasian', 'berjuang', 'bukti', 'seadanya', 'semoga', 'kebenaran', 'terungkap']","['gemes', 'gabisa', 'disetrum', 'smpe', 'ngomong', 'jujur', 'anehnya', 'kuat', 'becanda', 'jujur', 'kaya', 'tenang', 'berjalan', 'dijaga', 'kasian', 'berjuang', 'bukti', 'seadanya', 'semoga', 'kebenaran', 'terungkap']","['gemes', 'gabisa', 'setrum', 'smpe', 'ngomong', 'jujur', 'aneh', 'kuat', 'becanda', 'jujur', 'kaya', 'tenang', 'jalan', 'jaga', 'kasi', 'juang', 'bukti', 'ada', 'moga', 'benar', 'ungkap']",gemes gabisa setrum smpe ngomong jujur aneh kuat becanda jujur kaya tenang jalan jaga kasi juang bukti ada moga benar ungkap
PERNYATAAN RICHARD YG TEPAT SEGERA HUKUM BERAT SAMBO KARENA MEMBUNUH BANYAK BERBOHONG DAN MERUSAK BARANG BUKTI,negatif,"['pernyataan', 'richard', 'yg', 'tepat', 'segera', 'hukum', 'berat', 'sambo', 'karena', 'membunuh', 'banyak', 'berbohong', 'dan', 'merusak', 'barang', 'bukti']","['pernyataan', 'richard', 'hukum', 'berat', 'membunuh', 'berbohong', 'merusak', 'barang', 'bukti']","['pernyataan', 'richard', 'hukum', 'berat', 'membunuh', 'berbohong', 'merusak', 'barang', 'bukti']","['nyata', 'richard', 'hukum', 'berat', 'bunuh', 'bohong', 'rusak', 'barang', 'bukti']",nyata richard hukum berat bunuh bohong rusak barang bukti
Judul anjjjj Isinya gak ada tuh si PC ngaku dipaksa Sambo buat laporan palsu,negatif,"['judul', 'anjjjj', 'isinya', 'gak', 'ada', 'tuh', 'si', 'pc', 'ngaku', 'dipaksa', 'sambo', 'buat', 'laporan', 'palsu']","['judul', 'anjjjj', 'isinya', 'gak', 'tuh', 'pc', 'ngaku', 'dipaksa', 'laporan', 'palsu']","['judul', 'anjjjj', 'isinya', 'gak', 'tuh', 'pc', 'ngaku', 'dipaksa', 'laporan', 'palsu']","['judul', 'anjjjj', 'isi', 'gak', 'tuh', 'pc', 'ngaku', 'paksa', 'lapor', 'palsu']",judul anjjjj isi gak tuh pc ngaku paksa lapor palsu
"Duit yg ama sambo doang aja Trilyun belom sm bos bumn yang suka pecun itu 
  periode kita USIR CEPOT DARI ISTANA",negatif,"['duit', 'yg', 'ama', 'sambo', 'doang', 'aja', 'trilyun', 'belom', 'sm', 'bos', 'bumn', 'yang', 'suka', 'pecun', 'itu', 'periode', 'kita', 'usir', 'cepot', 'dari', 'istana']","['duit', 'doang', 'trilyun', 'belom', 'sm', 'bos', 'bumn', 'suka', 'pecun', 'periode', 'usir', 'cepot', 'istana']","['duit', 'doang', 'trilyun', 'belom', 'sm', 'bos', 'bumn', 'suka', 'pecun', 'periode', 'usir', 'cepot', 'istana']","['duit', 'doang', 'trilyun', 'bom', 'sm', 'bos', 'bumn', 'suka', 'pecun', 'periode', 'usir', 'cepot', 'istana']",duit doang trilyun bom sm bos bumn suka pecun periode usir cepot istana
Gimana dia bisa perkosa anda hayo? Gimana hayoo gimana? Ama sambo aja semua anak buahnya pada takutt ketar ketir jdi gimana hayo,negatif,"['gimana', 'dia', 'bisa', 'perkosa', 'anda', 'hayo', 'gimana', 'hayoo', 'gimana', 'ama', 'sambo', 'aja', 'semua', 'anak', 'buahnya', 'pada', 'takutt', 'ketar', 'ketir', 'jdi', 'gimana', 'hayo']","['gimana', 'perkosa', 'hayo', 'gimana', 'hayoo', 'gimana', 'anak', 'buahnya', 'takutt', 'ketar', 'ketir', 'jdi', 'gimana', 'hayo']","['gimana', 'perkosa', 'hayo', 'gimana', 'hayoo', 'gimana', 'anak', 'buahnya', 'takutt', 'ketar', 'ketir', 'jdi', 'gimana', 'hayo']","['gimana', 'perkosa', 'hayo', 'gimana', 'hayoo', 'gimana', 'anak', 'buah', 'takutt', 'ketar', 'tir', 'jdi', 'gimana', 'hayo']",gimana perkosa hayo gimana hayoo gimana anak buah takutt ketar tir jdi gimana hayo
Beda beda penyataan tp pihak PH sambo marah ke icad garagara ga konsisten pas aduh kacaw mamihgemesh,negatif,"['beda', 'beda', 'penyataan', 'tp', 'pihak', 'ph', 'sambo', 'marah', 'ke', 'icad', 'garagara', 'ga', 'konsisten', 'pas', 'aduh', 'kacaw', 'mamihgemesh']","['beda', 'beda', 'penyataan', 'tp', 'ph', 'marah', 'icad', 'garagara', 'ga', 'konsisten', 'pas', 'aduh', 'kacaw', 'mamihgemesh']","['beda', 'beda', 'penyataan', 'tp', 'ph', 'marah', 'icad', 'garagara', 'ga', 'konsisten', 'pas', 'aduh', 'kacaw', 'mamihgemesh']","['beda', 'beda', 'nyata', 'tp', 'ph', 'marah', 'icad', 'garagara', 'ga', 'konsisten', 'pas', 'aduh', 'kacaw', 'mamihgemesh']",beda beda nyata tp ph marah icad garagara ga konsisten pas aduh kacaw mamihgemesh
Istri Sambo halu dia pikir masih muda dan bahenol Coba kalo rambut dia gak disemir hitam legam sebelum berangkat sidang pasti kek Ratna Sarumpaet sebelum oplas,negatif,"['istri', 'sambo', 'halu', 'dia', 'pikir', 'masih', 'muda', 'dan', 'bahenol', 'coba', 'kalo', 'rambut', 'dia', 'gak', 'disemir', 'hitam', 'legam', 'sebelum', 'berangkat', 'sidang', 'pasti', 'kek', 'ratna', 'sarumpaet', 'sebelum', 'oplas']","['halu', 'pikir', 'muda', 'bahenol', 'coba', 'rambut', 'gak', 'disemir', 'hitam', 'legam', 'berangkat', 'sidang', 'kek', 'ratna', 'sarumpaet', 'oplas']","['halu', 'pikir', 'muda', 'bahenol', 'coba', 'rambut', 'gak', 'disemir', 'hitam', 'legam', 'berangkat', 'sidang', 'kek', 'ratna', 'sarumpaet', 'oplas']","['halu', 'pikir', 'muda', 'bahenol', 'coba', 'rambut', 'gak', 'semir', 'hitam', 'legam', 'berangkat', 'sidang', 'kek', 'ratna', 'sarumpaet', 'oplas']",halu pikir muda bahenol coba rambut gak semir hitam legam berangkat sidang kek ratna sarumpaet oplas
Nenek Sambo semakin menjijikan Istri kriminal memang sudah hafal bohong dan ngeles,negatif,"['nenek', 'sambo', 'semakin', 'menjijikan', 'istri', 'kriminal', 'memang', 'sudah', 'hafal', 'bohong', 'dan', 'ngeles']","['nenek', 'menjijikan', 'kriminal', 'hafal', 'bohong', 'ngeles']","['nenek', 'menjijikan', 'kriminal', 'hafal', 'bohong', 'ngeles']","['nenek', 'jijik', 'kriminal', 'hafal', 'bohong', 'ngeles']",nenek jijik kriminal hafal bohong ngeles
"Kebetulan gw ga bela brigadir J maupun Sambo 
 Cuitan buzzer nganu kebetulan jg nyaris sepaham dgn gw bhw kasus Sambo cm perkara simple seputar selangkangan tp dipelintir kemana 
 Sayangnya akun ini jg spesialis buzzer nganu 
 Bukan real opini dr warga jelata kek gw",negatif,"['kebetulan', 'gw', 'ga', 'bela', 'brigadir', 'j', 'maupun', 'sambo', 'cuitan', 'buzzer', 'nganu', 'kebetulan', 'jg', 'nyaris', 'sepaham', 'dgn', 'gw', 'bhw', 'kasus', 'sambo', 'cm', 'perkara', 'simple', 'seputar', 'selangkangan', 'tp', 'dipelintir', 'kemana', 'sayangnya', 'akun', 'ini', 'jg', 'spesialis', 'buzzer', 'nganu', 'bukan', 'real', 'opini', 'dr', 'warga', 'jelata', 'kek', 'gw']","['ga', 'bela', 'cuitan', 'buzzer', 'nganu', 'sepaham', 'dgn', 'bhw', 'cm', 'perkara', 'simple', 'seputar', 'selangkangan', 'tp', 'dipelintir', 'kemana', 'sayangnya', 'akun', 'spesialis', 'buzzer', 'nganu', 'real', 'opini', 'dr', 'warga', 'jelata', 'kek']","['ga', 'bela', 'cuitan', 'buzzer', 'nganu', 'sepaham', 'dgn', 'bhw', 'cm', 'perkara', 'simple', 'seputar', 'selangkangan', 'tp', 'dipelintir', 'kemana', 'sayangnya', 'akun', 'spesialis', 'buzzer', 'nganu', 'real', 'opini', 'dr', 'warga', 'jelata', 'kek']","['ga', 'bela', 'cuit', 'buzzer', 'nganu', 'paham', 'dgn', 'bhw', 'cm', 'perkara', 'simple', 'putar', 'selangkang', 'tp', 'pelintir', 'mana', 'sayang', 'akun', 'spesialis', 'buzzer', 'nganu', 'real', 'opini', 'dr', 'warga', 'jelata', 'kek']",ga bela cuit buzzer nganu paham dgn bhw cm perkara simple putar selangkang tp pelintir mana sayang akun spesialis buzzer nganu real opini dr warga jelata kek
Harusnya belajar dari ferdi sambo abis menghakimi pelaku pelecehan semua bukti diilangin ampe cctv juga dirusak wkwk,negatif,"['harusnya', 'belajar', 'dari', 'ferdi', 'sambo', 'abis', 'menghakimi', 'pelaku', 'pelecehan', 'semua', 'bukti', 'diilangin', 'ampe', 'cctv', 'juga', 'dirusak', 'wkwk']","['belajar', 'ferdi', 'abis', 'menghakimi', 'pelaku', 'pelecehan', 'bukti', 'diilangin', 'ampe', 'cctv', 'dirusak', 'wkwk']","['belajar', 'ferdi', 'abis', 'menghakimi', 'pelaku', 'pelecehan', 'bukti', 'diilangin', 'ampe', 'cctv', 'dirusak', 'wkwk']","['ajar', 'ferdi', 'abis', 'hakim', 'laku', 'leceh', 'bukti', 'diilangin', 'ampe', 'cctv', 'rusak', 'wkwk']",ajar ferdi abis hakim laku leceh bukti diilangin ampe cctv rusak wkwk
Efek kebanyakan liat tiktok sidang ferdy sambo Sekarang sampe mimpi ketemu dia,negatif,"['efek', 'kebanyakan', 'liat', 'tiktok', 'sidang', 'ferdy', 'sambo', 'sekarang', 'sampe', 'mimpi', 'ketemu', 'dia']","['efek', 'kebanyakan', 'liat', 'tiktok', 'sidang', 'sampe', 'mimpi', 'ketemu']","['efek', 'kebanyakan', 'liat', 'tiktok', 'sidang', 'sampe', 'mimpi', 'ketemu']","['efek', 'banyak', 'liat', 'tiktok', 'sidang', 'sampe', 'mimpi', 'ketemu']",efek banyak liat tiktok sidang sampe mimpi ketemu
